Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date,Incubation Center,Name of the startup,Location of company,Sector,Company profile,Year,Allocation of Funds under SISFS (in Rs. crore),Funds Approved under SISFS (in Rs. crore),States/UT,2020,2021,2022,Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
,,,,,,,,JECRC Incubation Centre,Repobuild IT Solutions Pvt. Ltd.,Jaipur,HR,Repobuild create digital resumes & specialized profiles to highlight yourself amidst pool of talent.,,,,,,,,,,,,,,,,
,,,,,,,,AIC@36Inc,TECHB,B market sec 4 bhilai,3d printer and cnc manufacturing,A 3d printer manufacturing company with expertise of IOT based cnc manufacturing solution,,,,,,,,,,,,,,,,
,,,,,,,,JECRC Incubation Centre,ED Apply Pvt. Ltd.,Jaipur,EdTech,EDApply.in,,,,,,,,,,,,,,,,
,,,,,,,,AIC@36Inc,Acculegal Services Private Limited,"36 inc , city centre mall, pandri , Raipur","Finance, Legal , consultancy, accounting","A fully integrated and hybrid tech-driven platform that fulfils all the legal, compliance and accounting needs of SMBs and Startups across the country. We combine automation and manual processes in an intuitive and intelligent manner. Starting from diagnosis of financial health to effective solutions to optimise their financial health.",,,,,,,,,,,,,,,,
,,,,,,,,AIC@36Inc,Bastar Se Bazar Tak Private Limited,Uttar Bastar,Agri-business,"""We are a private for-profit farmer partnership social startup with goal of better livelihoods for Gramin Bastarian farmers now and for future generations, working on Post-harvest primary processing of farm and forest produce Custard apple fruit (Sitaphal), Deshi raw mango (Aam), Tamarind (Imali) and Black plum (Jamun). 
The start-up reducing the post-harvest losses, enhancing livelihoods of local forest dwellers with creating flexible and supportive employment opportunities for local community, and supplying high quality, unadulterated naturally pure forest healthy product processed, packed and made conveniently available to urban consumers/buyers at fair price. 
""",,,,,,,,,,,,,,,,
,,,,,,,,AIC@36Inc,Coshal Art,Raipur,Handicraft,"Coshal works directly with tribal artisans and small enterprises practicing and manufacturing various art forms. In addition, we cater to both individual and large customers such as Institutional or Corporate buyers.",,,,,,,,,,,,,,,,
,,,,,,,,AIC@36Inc,Jivandeep,Raipur,Healthcare,Private Limited,,,,,,,,,,,,,,,,
,,,,,,,,AIC@36Inc,Binomial Analytics,Raipur,IT and Technology Innovation,"Agrowand prototype ready for demo, filed trademark. Agrowand provides real time data of farmland for monitoring activity. Mobile Application for Data Collection Ready. Working on analytics and integration of Agrowand data in farmgauge farm management software.",,,,,,,,,,,,,,,,
,,,,,,,,AIC@36Inc,Rawfit,Raipur,Heathcare & Wellness,"Raw Fit is a venture which aims to provide a holistic approach towards fitness. Our wide range of group workouts designed and run by well-qualified trainers are filled with a lot of fun, engagement & sporting activities, which train your body for optimum fitness most effectively and entertainingly. These group classes are designed for all levels of fitness enthusiasts of age groups 16 and above",,,,,,,,,,,,,,,,
,,,,,,,,JECRC Incubation Centre,Puaerte Visual,Jaipur,Design Tech,https://puaertevisual-my.sharepoint.com/:b:/p/himish/EQtr_e0g4EtDiwNGktZvclcBlYd3upNrlaiBACUkhWIJFQ?e=G2mnea,,,,,,,,,,,,,,,,
,,,,,,,,PSG - Science and Technology Entrepreneurial Park (PSG - STEP),Dot World Technologies,Coimbatore,Robotics / Automation,"We are a creative team of robotics engineers, design enthusiasts and innovationeers. We created Dot World to be a dynamic ecosystem to learn and grow as professionals, and to celebrate the passion of solving challenges using cutting-edge technology.
",,,,,,,,,,,,,,,,
,,,,,,,,PSG - Science and Technology Entrepreneurial Park (PSG - STEP),Agna Inc,Coimbatore,Bio Medical,AGNA�s manufacturing and sourcing strength in critical and precision assemblies given the required confidence in venturing into physiotherapy aids and custom built mobility aids. We are specialized sourcing and trading geriatric products also under the brand �Happy Aging Solutions�,,,,,,,,,,,,,,,,
,,,,,,,,PSG - Science and Technology Entrepreneurial Park (PSG - STEP),Embedded Shastra Solutions,Coimbatore,Edutech /,"Embedded Shastra Solutions is an EduTech solution provider with offerings in the form of Hardware ,Software and Courseware. Embedded Shastra Solutions proposes to bring to its community of Students and future Engineers - a methodology to invoke a culture of learning fundamentals by doing.",,,,,,,,,,,,,,,,
,,,,,,,,PSG - Science and Technology Entrepreneurial Park (PSG - STEP),Mechcreatio Industrial Solutions,Coimbatore,Agritech,"History Established in 2019, at Mechcreatio Industrial Solutions Pvt. Ltd. we work towards bringing technology in an affordable and accessible way to the masses. Our strength is design and development of autonomous systems, tool and die design and special purpose machines. In the field of Agritech we have introduced mechanisation for seeding and harvesting processes. We are funded and supported by the Department of Science and Technology, Government of INDIA Industry Experience The founders, hailing from an agrarian background have felt the needs and difficulties of the Indian farming community. Hence their experience has contributed to providing solutions that really matter to the farmer. Mechcreatio is proud to have introduced mechanisation to the farming community of Nilgiris, India and help them save time, labour and cost in terms of seeding and harvesting processes.",,,,,,,,,,,,,,,,
,,,,,,,,PSG - Science and Technology Entrepreneurial Park (PSG - STEP),Switch Mobility Private Limited,Bangalore,Electronics,"Switch Mobility is a technology based company that tries to convert the troublesome everyday commute in cities to a pleasurable or rather a beneficial one. The company is aimed at creating non conventional modes of electric mobility.To start with, we make advanced mid-drive systems for e-bikes, thus breaking the technological barriers towards mass adoption of e-bikes in India. We intend to eliminate the dependency of the Indian companies on foreign mid-drives.",,,,,,,,,,,,,,,,
,,,,,,,,AIC@36Inc,WedNicely,Raipur,eInvitations & Wedding Technology,"WedNicely is a Wedding Planning platform that helps couples in sending invitations, Managing wedding checklist via a mobile app",,,,,,,,,,,,,,,,
,,,,,,,,IITM Incubation Cell,ISMO Biophotonics Private Limited,Chennai,Biotech/ Bio-informatics,"An innovation based company focusing on developing quality products for cell culture, imaging, diagnostic devices, fiber lasers and sensors.",,,,,,,,,,,,,,,,
,,,,,,,,IITM Incubation Cell,C3 Medtech Private Limited,Chennai,Healthcare,"C3 offers Portable ophthalmic screening devices comprising a smartphone (iOS or android) to image anterior & posterior segments of an eye for diagnosis. The devices work with major smartphones, do not require electricity to operate & designed to operate in resource limited areas for eye screening.",,,,,,,,,,,,,,,,
,,,,,,,,IITM Incubation Cell,Dextroware Devices Private Limited,Chennai,"Healthcare, Assistive Technology.","Developing an Assistive Technology that answers the needs of people with upper limb disabilities, by providing them with an affordable & user-friendly head wearable device that enables hands-free operation of computers & smartphones.",,,,,,,,,,,,,,,,
,,,,,,,,IITM Incubation Cell,InuAid Solutions Private Limited,Chennai,Artificial Intelligence / Machine Learning / IOT / Cloud,"InuAid provides Artificial intelligence (AI), Machine Learning (ML) and Digital cloud solutions capabilities from its founders' 22+ years global industry solutions expertise. Its key differentiator is its full-stack end-to-end secure-cloud-based productionizing capability. It converts customer domain expertise into an AI enhanced product. It is founded by three IIT Madras 1998 alumni including two IIT Madras Professors and incubated by IIT Madras, the No.1 engineering university in India.",,,,,,,,,,,,,,,,
,,,,,,,,IITM Incubation Cell,Revoh Innovations Private limited,Chennai,Infra and Transportation,"Revoh is building technology solutions for BLDC electric controllers to enhance efficiency of 2 and 3 wheeled EV segment. Solutions include indigenously designed and developed algorithm with customized controls, IOT technology interfaced with Controlled Area Network bus data and Add-on configuration features in Mobile application service for the users/ OEM suppliers to track the data.",,,,,,,,,,,,,,,,
,,,,,,,,IITM Incubation Cell,Good Move Logistics & Transport Private limited,Chennai,Logistics,The company aims to promote safe deliveries of urban goods through micro-consolidation and shared delivery of vehicles with online tracking,,,,,,,,,,,,,,,,
,,,,,,,,CTIE,Encephalon Solutions,"Hubli, Karnataka",Medical,Focused on making Electro-Mechanical devices for Medical sector,,,,,,,,,,,,,,,,
,,,,,,,,KLE CTIE,Astr Tactical Private Limited,"Hubli, Karnataka",Tactical Products,Young Startup working on indigenous tactical electro-optics for defence and law enforcement.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FY 2021-22,126.0,295.75,,,,,,,,,,,,,
,,,,,,,,,,,,,FY 2022-23,346.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,FY 2023-24,283.5,,,,,,,,,,,,,,
,,,,,,,,,,,,,FY 2024-25,189.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,Total,945.0,295.75,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Andaman and Nicobar Islands,5.0,13.0,9.0,,,,,,,,,
,,,,,,,,,,,,,,,,Andhra Pradesh,231.0,296.0,382.0,,,,,,,,,
,,,,,,,,,,,,,,,,Arunachal Pradesh,0.0,4.0,9.0,,,,,,,,,
,,,,,,,,,,,,,,,,Assam,119.0,187.0,284.0,,,,,,,,,
,,,,,,,,,,,,,,,,Bihar,256.0,389.0,524.0,,,,,,,,,
,,,,,,,,,,,,,,,,Chandigarh,53.0,69.0,81.0,,,,,,,,,
,,,,,,,,,,,,,,,,Chhattisgarh,153.0,163.0,237.0,,,,,,,,,
,,,,,,,,,,,,,,,,Dadra and Nagar Haveli and Daman and Diu,5.0,12.0,12.0,,,,,,,,,
,,,,,,,,,,,,,,,,Delhi,1752.0,2161.0,2567.0,,,,,,,,,
,,,,,,,,,,,,,,,,Goa,66.0,80.0,106.0,,,,,,,,,
,,,,,,,,,,,,,,,,Gujarat,866.0,1694.0,2274.0,,,,,,,,,
,,,,,,,,,,,,,,,,Haryana,801.0,1054.0,1331.0,,,,,,,,,
,,,,,,,,,,,,,,,,Himachal Pradesh,41.0,56.0,119.0,,,,,,,,,
,,,,,,,,,,,,,,,,Jammu and Kashmir,64.0,132.0,170.0,,,,,,,,,
,,,,,,,,,,,,,,,,Jharkhand,162.0,190.0,239.0,,,,,,,,,
,,,,,,,,,,,,,,,,Karnataka,1724.0,2137.0,2563.0,,,,,,,,,
,,,,,,,,,,,,,,,,Kerala,692.0,919.0,1077.0,,,,,,,,,
,,,,,,,,,,,,,,,,Ladakh,1.0,0.0,4.0,,,,,,,,,
,,,,,,,,,,,,,,,,Lakshadweep,1.0,0.0,0.0,,,,,,,,,
,,,,,,,,,,,,,,,,Madhya Pradesh,422.0,555.0,895.0,,,,,,,,,
,,,,,,,,,,,,,,,,Maharashtra,2657.0,3683.0,4801.0,,,,,,,,,
,,,,,,,,,,,,,,,,Manipur,12.0,36.0,31.0,,,,,,,,,
,,,,,,,,,,,,,,,,Meghalaya,0.0,9.0,10.0,,,,,,,,,
,,,,,,,,,,,,,,,,Mizoram,1.0,2.0,6.0,,,,,,,,,
,,,,,,,,,,,,,,,,Nagaland,5.0,7.0,7.0,,,,,,,,,
,,,,,,,,,,,,,,,,Odisha,277.0,387.0,450.0,,,,,,,,,
,,,,,,,,,,,,,,,,Puducherry,13.0,17.0,30.0,,,,,,,,,
,,,,,,,,,,,,,,,,Punjab,145.0,240.0,295.0,,,,,,,,,
,,,,,,,,,,,,,,,,Rajasthan,490.0,614.0,991.0,,,,,,,,,
,,,,,,,,,,,,,,,,Sikkim,1.0,3.0,2.0,,,,,,,,,
,,,,,,,,,,,,,,,,Tamil Nadu,753.0,1095.0,1805.0,,,,,,,,,
,,,,,,,,,,,,,,,,Telangana,796.0,972.0,1377.0,,,,,,,,,
,,,,,,,,,,,,,,,,Tripura,23.0,11.0,27.0,,,,,,,,,
,,,,,,,,,,,,,,,,Uttar Pradesh,1363.0,1961.0,2572.0,,,,,,,,,
,,,,,,,,,,,,,,,,Uttarakhand,114.0,161.0,236.0,,,,,,,,,
,,,,,,,,,,,,,,,,West Bengal,390.0,680.0,999.0,,,,,,,,,
,,,,,,,,,,,,,,,,Grand Total,14454.0,19989.0,26522.0,,,,,,,,,
,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,
,,E-learning,,,,,,,,,,,,,,,,,,1.0,09/01/2020,BYJU’S,E-Tech,Bengaluru,Tiger Global Management,Private Equity Round,"20,00,00,000",
,,App based shuttle service,,,,,,,,,,,,,,,,,,2.0,13/01/2020,Shuttl,Transportation,Gurgaon,Susquehanna Growth Equity,Series C,"80,48,394",
,,Retailer of baby and toddler products,,,,,,,,,,,,,,,,,,3.0,09/01/2020,Mamaearth,E-commerce,Bengaluru,Sequoia Capital India,Series B,"1,83,58,860",
,,Online Investment,,,,,,,,,,,,,,,,,,4.0,02/01/2020,https://www.wealthbucket.in/,FinTech,New Delhi,Vinod Khatumal,Pre-series A,"30,00,000",
,,Embroiled Clothes For Women,,,,,,,,,,,,,,,,,,5.0,02/01/2020,Fashor,Fashion and Apparel,Mumbai,Sprout Venture Partners,Seed Round,"18,00,000",
